size,N,D,E,seed,nv,solver,obj,makespan,feasible,violations,wall_clock_s,skipped,n_assignments,skip_reason
Medium,20,3,5,7,2700,QAOA_p2,,,,,,True,,scheduling QUBO nv > 18 even at smallest instance; see E-Q1 V1 for QAOA scaling evaluation
Medium,20,3,5,1234,2700,Greedy,8.0,8.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.0010008811950683594,False,,
Medium,20,3,5,1234,2700,GA,8.0,8.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.48714160919189453,False,20.0,
Medium,20,3,5,1234,2700,SA,8.0,8.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.05404472351074219,False,20.0,
Medium,20,3,5,1234,2700,TS,8.0,8.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.6921329498291016,False,20.0,
Medium,20,3,5,1234,2700,QA_neal,16029.0,29.0,False,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 7, 'C4_spillover': 9}",147.19032335281372,False,20.0,
Medium,20,3,5,1234,2700,SBM,25028.0,28.0,False,"{'C1_unassigned': 2, 'C1_double': 0, 'C2_overlap': 12, 'C4_spillover': 11}",2.3946919441223145,False,18.0,
Medium,20,3,5,1234,2700,QAOA_p2,,,,,,True,,scheduling QUBO nv > 18 even at smallest instance; see E-Q1 V1 for QAOA scaling evaluation
Medium,20,3,5,100,2700,Greedy,8.0,8.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.0,False,,
Medium,20,3,5,100,2700,GA,8.0,8.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.5471906661987305,False,20.0,
Medium,20,3,5,100,2700,SA,8.0,8.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.05796933174133301,False,20.0,
Medium,20,3,5,100,2700,TS,8.0,8.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.6948964595794678,False,20.0,
Medium,20,3,5,100,2700,QA_neal,18028.0,28.0,False,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 9, 'C4_spillover': 9}",151.10446429252625,False,20.0,
Medium,20,3,5,100,2700,SBM,18029.0,29.0,False,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 8, 'C4_spillover': 10}",2.3920953273773193,False,20.0,
Medium,20,3,5,100,2700,QAOA_p2,,,,,,True,,scheduling QUBO nv > 18 even at smallest instance; see E-Q1 V1 for QAOA scaling evaluation
Medium,20,3,5,200,2700,Greedy,9.0,9.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.0010004043579101562,False,,
Medium,20,3,5,200,2700,GA,9.0,9.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.4857027530670166,False,20.0,
Medium,20,3,5,200,2700,SA,9.0,9.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.06399941444396973,False,20.0,
Medium,20,3,5,200,2700,TS,9.0,9.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.7143080234527588,False,20.0,
Medium,20,3,5,200,2700,QA_neal,23028.0,28.0,False,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 10, 'C4_spillover': 13}",147.65061569213867,False,20.0,
Medium,20,3,5,200,2700,SBM,30028.0,28.0,False,"{'C1_unassigned': 1, 'C1_double': 0, 'C2_overlap': 14, 'C4_spillover': 15}",2.3991754055023193,False,19.0,
Medium,20,3,5,200,2700,QAOA_p2,,,,,,True,,scheduling QUBO nv > 18 even at smallest instance; see E-Q1 V1 for QAOA scaling evaluation
Medium,20,3,10,42,5400,Greedy,4.0,4.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.0010004043579101562,False,,
Medium,20,3,10,42,5400,GA,4.0,4.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.47413015365600586,False,20.0,
Medium,20,3,10,42,5400,SA,4.0,4.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.06199955940246582,False,20.0,
Medium,20,3,10,42,5400,TS,4.0,4.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.7133495807647705,False,20.0,
Medium,20,3,10,42,5400,QA_neal,,,,,,True,,nv > 5000
Medium,20,3,10,42,5400,SBM,,,,,,True,,nv > 3000
Medium,20,3,10,42,5400,QAOA_p2,,,,,,True,,scheduling QUBO nv > 18 even at smallest instance; see E-Q1 V1 for QAOA scaling evaluation
Medium,20,3,10,7,5400,Greedy,4.0,4.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.0,False,,
Medium,20,3,10,7,5400,GA,4.0,4.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.46045541763305664,False,20.0,
Medium,20,3,10,7,5400,SA,4.0,4.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.061159610748291016,False,20.0,
Medium,20,3,10,7,5400,TS,4.0,4.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.6830277442932129,False,20.0,
Medium,20,3,10,7,5400,QA_neal,,,,,,True,,nv > 5000
Medium,20,3,10,7,5400,SBM,,,,,,True,,nv > 3000
Medium,20,3,10,7,5400,QAOA_p2,,,,,,True,,scheduling QUBO nv > 18 even at smallest instance; see E-Q1 V1 for QAOA scaling evaluation
Medium,20,3,10,1234,5400,Greedy,4.0,4.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.0010020732879638672,False,,
Medium,20,3,10,1234,5400,GA,4.0,4.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.45667529106140137,False,20.0,
Medium,20,3,10,1234,5400,SA,4.0,4.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.0539698600769043,False,20.0,
Medium,20,3,10,1234,5400,TS,4.0,4.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.6791732311248779,False,20.0,
Medium,20,3,10,1234,5400,QA_neal,,,,,,True,,nv > 5000
Medium,20,3,10,1234,5400,SBM,,,,,,True,,nv > 3000
Medium,20,3,10,1234,5400,QAOA_p2,,,,,,True,,scheduling QUBO nv > 18 even at smallest instance; see E-Q1 V1 for QAOA scaling evaluation
Medium,20,3,10,100,5400,Greedy,4.0,4.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.001001119613647461,False,,
Medium,20,3,10,100,5400,GA,4.0,4.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.46547698974609375,False,20.0,
Medium,20,3,10,100,5400,SA,4.0,4.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.05826067924499512,False,20.0,
Medium,20,3,10,100,5400,TS,4.0,4.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.6582467555999756,False,20.0,
Medium,20,3,10,100,5400,QA_neal,,,,,,True,,nv > 5000
Medium,20,3,10,100,5400,SBM,,,,,,True,,nv > 3000
Medium,20,3,10,100,5400,QAOA_p2,,,,,,True,,scheduling QUBO nv > 18 even at smallest instance; see E-Q1 V1 for QAOA scaling evaluation
Medium,20,3,10,200,5400,Greedy,5.0,5.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.0,False,,
Medium,20,3,10,200,5400,GA,5.0,5.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.4737815856933594,False,20.0,
Medium,20,3,10,200,5400,SA,5.0,5.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.05860543251037598,False,20.0,
Medium,20,3,10,200,5400,TS,5.0,5.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.6704308986663818,False,20.0,
Medium,20,3,10,200,5400,QA_neal,,,,,,True,,nv > 5000
Medium,20,3,10,200,5400,SBM,,,,,,True,,nv > 3000
Medium,20,3,10,200,5400,QAOA_p2,,,,,,True,,scheduling QUBO nv > 18 even at smallest instance; see E-Q1 V1 for QAOA scaling evaluation
Large,50,5,5,42,11250,Greedy,20.0,20.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.003000497817993164,False,,
Large,50,5,5,42,11250,GA,20.0,20.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",1.2480266094207764,False,50.0,
Large,50,5,5,42,11250,SA,20.0,20.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.17600631713867188,False,50.0,
Large,50,5,5,42,11250,TS,20.0,20.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",2.034503936767578,False,50.0,
Large,50,5,5,42,11250,QA_neal,,,,,,True,,nv > 5000
Large,50,5,5,42,11250,SBM,,,,,,True,,nv > 3000
Large,50,5,5,42,11250,QAOA_p2,,,,,,True,,scheduling QUBO nv > 18 even at smallest instance; see E-Q1 V1 for QAOA scaling evaluation
Large,50,5,5,7,11250,Greedy,19.0,19.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.002000093460083008,False,,
Large,50,5,5,7,11250,GA,19.0,19.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",1.2291076183319092,False,50.0,
Large,50,5,5,7,11250,SA,19.0,19.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.15099239349365234,False,50.0,
Large,50,5,5,7,11250,TS,19.0,19.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",1.8937339782714844,False,50.0,
Large,50,5,5,7,11250,QA_neal,,,,,,True,,nv > 5000
Large,50,5,5,7,11250,SBM,,,,,,True,,nv > 3000
Large,50,5,5,7,11250,QAOA_p2,,,,,,True,,scheduling QUBO nv > 18 even at smallest instance; see E-Q1 V1 for QAOA scaling evaluation
Large,50,5,5,1234,11250,Greedy,19.0,19.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.0019998550415039062,False,,
Large,50,5,5,1234,11250,GA,19.0,19.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",1.1944494247436523,False,50.0,
Large,50,5,5,1234,11250,SA,19.0,19.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.15468168258666992,False,50.0,
Large,50,5,5,1234,11250,TS,19.0,19.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",1.9205942153930664,False,50.0,
Large,50,5,5,1234,11250,QA_neal,,,,,,True,,nv > 5000
Large,50,5,5,1234,11250,SBM,,,,,,True,,nv > 3000
Large,50,5,5,1234,11250,QAOA_p2,,,,,,True,,scheduling QUBO nv > 18 even at smallest instance; see E-Q1 V1 for QAOA scaling evaluation
Large,50,5,5,100,11250,Greedy,19.0,19.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.002973318099975586,False,,
Large,50,5,5,100,11250,GA,19.0,19.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",1.206235647201538,False,50.0,
Large,50,5,5,100,11250,SA,19.0,19.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.15876150131225586,False,50.0,
Large,50,5,5,100,11250,TS,19.0,19.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",1.9754130840301514,False,50.0,
Large,50,5,5,100,11250,QA_neal,,,,,,True,,nv > 5000
Large,50,5,5,100,11250,SBM,,,,,,True,,nv > 3000
Large,50,5,5,100,11250,QAOA_p2,,,,,,True,,scheduling QUBO nv > 18 even at smallest instance; see E-Q1 V1 for QAOA scaling evaluation
Large,50,5,5,200,11250,Greedy,21.0,21.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.0029993057250976562,False,,
Large,50,5,5,200,11250,GA,21.0,21.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",1.287898063659668,False,50.0,
Large,50,5,5,200,11250,SA,21.0,21.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.18197917938232422,False,50.0,
Large,50,5,5,200,11250,TS,21.0,21.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",1.9847455024719238,False,50.0,
Large,50,5,5,200,11250,QA_neal,,,,,,True,,nv > 5000
Large,50,5,5,200,11250,SBM,,,,,,True,,nv > 3000
Large,50,5,5,200,11250,QAOA_p2,,,,,,True,,scheduling QUBO nv > 18 even at smallest instance; see E-Q1 V1 for QAOA scaling evaluation
Large,50,5,10,42,22500,Greedy,10.0,10.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.0020008087158203125,False,,
Large,50,5,10,42,22500,GA,10.0,10.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",1.233586311340332,False,50.0,
Large,50,5,10,42,22500,SA,10.0,10.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.15636205673217773,False,50.0,
Large,50,5,10,42,22500,TS,10.0,10.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",2.001826763153076,False,50.0,
Large,50,5,10,42,22500,QA_neal,,,,,,True,,nv > 5000
Large,50,5,10,42,22500,SBM,,,,,,True,,nv > 3000
Large,50,5,10,42,22500,QAOA_p2,,,,,,True,,scheduling QUBO nv > 18 even at smallest instance; see E-Q1 V1 for QAOA scaling evaluation
Large,50,5,10,7,22500,Greedy,10.0,10.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.004000425338745117,False,,
Large,50,5,10,7,22500,GA,10.0,10.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",1.4973232746124268,False,50.0,
Large,50,5,10,7,22500,SA,10.0,10.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.17002272605895996,False,50.0,
Large,50,5,10,7,22500,TS,10.0,10.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",2.147327184677124,False,50.0,
Large,50,5,10,7,22500,QA_neal,,,,,,True,,nv > 5000
Large,50,5,10,7,22500,SBM,,,,,,True,,nv > 3000
Large,50,5,10,7,22500,QAOA_p2,,,,,,True,,scheduling QUBO nv > 18 even at smallest instance; see E-Q1 V1 for QAOA scaling evaluation
Large,50,5,10,1234,22500,Greedy,10.0,10.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.002000570297241211,False,,
Large,50,5,10,1234,22500,GA,10.0,10.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",1.3596997261047363,False,50.0,
Large,50,5,10,1234,22500,SA,10.0,10.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.17300653457641602,False,50.0,
Large,50,5,10,1234,22500,TS,10.0,10.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",2.012174606323242,False,50.0,
Large,50,5,10,1234,22500,QA_neal,,,,,,True,,nv > 5000
Large,50,5,10,1234,22500,SBM,,,,,,True,,nv > 3000
Large,50,5,10,1234,22500,QAOA_p2,,,,,,True,,scheduling QUBO nv > 18 even at smallest instance; see E-Q1 V1 for QAOA scaling evaluation
Large,50,5,10,100,22500,Greedy,10.0,10.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.0020012855529785156,False,,
Large,50,5,10,100,22500,GA,10.0,10.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",1.236870527267456,False,50.0,
Large,50,5,10,100,22500,SA,10.0,10.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.15437555313110352,False,50.0,
Large,50,5,10,100,22500,TS,10.0,10.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",2.0215706825256348,False,50.0,
Large,50,5,10,100,22500,QA_neal,,,,,,True,,nv > 5000
Large,50,5,10,100,22500,SBM,,,,,,True,,nv > 3000
Large,50,5,10,100,22500,QAOA_p2,,,,,,True,,scheduling QUBO nv > 18 even at smallest instance; see E-Q1 V1 for QAOA scaling evaluation
Large,50,5,10,200,22500,Greedy,11.0,11.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.0019989013671875,False,,
Large,50,5,10,200,22500,GA,11.0,11.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",1.2677628993988037,False,50.0,
Large,50,5,10,200,22500,SA,11.0,11.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.15785956382751465,False,50.0,
Large,50,5,10,200,22500,TS,11.0,11.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",1.9611635208129883,False,50.0,
Large,50,5,10,200,22500,QA_neal,,,,,,True,,nv > 5000
Large,50,5,10,200,22500,SBM,,,,,,True,,nv > 3000
Large,50,5,10,200,22500,QAOA_p2,,,,,,True,,scheduling QUBO nv > 18 even at smallest instance; see E-Q1 V1 for QAOA scaling evaluation
Large,50,5,20,42,45000,Greedy,5.0,5.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.0020003318786621094,False,,
Large,50,5,20,42,45000,GA,5.0,5.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",1.2422733306884766,False,50.0,
Large,50,5,20,42,45000,SA,5.0,5.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.1843090057373047,False,50.0,
Large,50,5,20,42,45000,TS,5.0,5.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",1.9573216438293457,False,50.0,
Large,50,5,20,42,45000,QA_neal,,,,,,True,,nv > 5000
Large,50,5,20,42,45000,SBM,,,,,,True,,nv > 3000
Large,50,5,20,42,45000,QAOA_p2,,,,,,True,,scheduling QUBO nv > 18 even at smallest instance; see E-Q1 V1 for QAOA scaling evaluation
Large,50,5,20,7,45000,Greedy,5.0,5.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.002022266387939453,False,,
Large,50,5,20,7,45000,GA,5.0,5.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",1.2017509937286377,False,50.0,
Large,50,5,20,7,45000,SA,5.0,5.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.16902995109558105,False,50.0,
Large,50,5,20,7,45000,TS,5.0,5.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",2.012904405593872,False,50.0,
Large,50,5,20,7,45000,QA_neal,,,,,,True,,nv > 5000
Large,50,5,20,7,45000,SBM,,,,,,True,,nv > 3000
Large,50,5,20,7,45000,QAOA_p2,,,,,,True,,scheduling QUBO nv > 18 even at smallest instance; see E-Q1 V1 for QAOA scaling evaluation
Large,50,5,20,1234,45000,Greedy,5.0,5.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.0019991397857666016,False,,
Large,50,5,20,1234,45000,GA,5.0,5.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",1.251115083694458,False,50.0,
Large,50,5,20,1234,45000,SA,5.0,5.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.17448854446411133,False,50.0,
Large,50,5,20,1234,45000,TS,5.0,5.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",1.9475312232971191,False,50.0,
Large,50,5,20,1234,45000,QA_neal,,,,,,True,,nv > 5000
Large,50,5,20,1234,45000,SBM,,,,,,True,,nv > 3000
Large,50,5,20,1234,45000,QAOA_p2,,,,,,True,,scheduling QUBO nv > 18 even at smallest instance; see E-Q1 V1 for QAOA scaling evaluation
Large,50,5,20,100,45000,Greedy,5.0,5.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.0010001659393310547,False,,
Large,50,5,20,100,45000,GA,5.0,5.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",1.2935864925384521,False,50.0,
Large,50,5,20,100,45000,SA,5.0,5.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.15400052070617676,False,50.0,
Large,50,5,20,100,45000,TS,5.0,5.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",1.9480018615722656,False,50.0,
Large,50,5,20,100,45000,QA_neal,,,,,,True,,nv > 5000
Large,50,5,20,100,45000,SBM,,,,,,True,,nv > 3000
Large,50,5,20,100,45000,QAOA_p2,,,,,,True,,scheduling QUBO nv > 18 even at smallest instance; see E-Q1 V1 for QAOA scaling evaluation
Large,50,5,20,200,45000,Greedy,6.0,6.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.002999544143676758,False,,
Large,50,5,20,200,45000,GA,6.0,6.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",1.4822559356689453,False,50.0,
Large,50,5,20,200,45000,SA,6.0,6.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",0.19500470161437988,False,50.0,
Large,50,5,20,200,45000,TS,6.0,6.0,True,"{'C1_unassigned': 0, 'C1_double': 0, 'C2_overlap': 0, 'C4_spillover': 0}",2.2035601139068604,False,50.0,
Large,50,5,20,200,45000,QA_neal,,,,,,True,,nv > 5000
Large,50,5,20,200,45000,SBM,,,,,,True,,nv > 3000
Large,50,5,20,200,45000,QAOA_p2,,,,,,True,,scheduling QUBO nv > 18 even at smallest instance; see E-Q1 V1 for QAOA scaling evaluation
